@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-spacing {c, d, ?, f}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-root {?, s, b, r, f, c}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}

@DATA
p,1.64,?,?,4.56,2.33,?,s,n
e,10.76,p,?,8.49,23.27,?,?,n
e,4.91,d,d,5.99,12.26,?,?,w
p,10.29,x,c,10.85,12.67,r,i,w
p,8.91,s,c,4.61,11.12,?,?,p
p,1.7,a,?,3.13,2.58,?,?,w
e,9.97,x,c,8.09,19.2,?,?,w
e,9.59,p,?,8.66,21.77,?,?,n
e,9.83,s,c,7.13,20.69,?,?,b
e,1.42,a,?,5.06,1.46,?,?,g
p,3.81,?,c,0.0,0.0,f,f,f
p,1.41,d,d,1.59,2.3,?,s,n
e,5.5,x,c,6.08,9.6,?,s,n
p,7.09,x,c,6.15,10.58,?,?,w
e,4.12,s,?,3.8,6.41,?,?,w
e,2.46,d,d,2.72,5.32,?,?,w
p,3.68,a,?,5.56,3.6,?,y,y
p,2.84,?,c,2.97,10.56,?,?,y
p,1.54,?,c,4.47,2.74,?,?,n
e,12.32,a,c,5.77,22.82,s,?,w
e,6.21,a,c,4.59,11.98,?,?,w
p,9.45,a,?,11.09,20.99,r,?,o
p,7.2,f,f,3.69,24.79,?,g,n
p,6.12,a,?,9.13,10.43,?,?,n
e,7.26,p,?,6.39,12.3,?,?,y
e,8.74,e,c,8.71,10.29,?,i,w
e,9.76,a,?,8.81,15.78,?,?,w
p,5.95,d,c,3.91,6.26,?,?,y
p,3.49,s,?,3.86,2.97,?,?,n
e,18.85,p,?,16.26,37.16,s,y,w
p,17.17,d,d,8.12,32.7,?,?,w
e,3.57,f,f,6.44,7.23,?,?,o
p,6.27,e,?,8.18,13.41,?,y,w
e,1.87,d,d,4.73,3.06,?,i,n
e,5.84,d,c,5.56,7.83,?,s,w
e,5.6,s,?,4.68,7.45,?,?,w
p,15.08,d,c,4.62,23.8,?,?,n
p,22.7,p,?,6.35,43.94,?,?,n
p,2.94,f,f,3.47,13.85,?,g,n
e,9.0,p,?,9.26,16.25,?,?,y
p,7.28,x,c,5.83,16.2,?,?,y
e,6.55,x,c,6.23,6.65,?,s,n
e,5.87,d,c,5.32,8.24,?,s,w
p,23.95,p,?,7.78,55.41,?,?,n
p,0.72,?,?,3.53,0.76,?,?,w
p,5.65,d,c,5.77,5.39,?,?,n
e,9.3,e,c,20.62,12.24,?,s,w
p,5.83,a,?,8.91,10.55,?,?,e
p,3.24,f,f,0.0,0.0,f,f,f
p,4.46,a,c,6.21,7.68,?,g,o
p,0.8,?,?,3.5,0.68,?,?,y
e,7.34,p,?,11.7,25.21,?,y,w
p,4.55,a,?,7.65,8.81,?,?,e
p,3.0,e,c,4.03,3.45,?,k,w
p,2.97,?,?,4.57,5.0,?,?,e
p,21.18,d,d,8.23,30.64,?,?,w
e,1.17,?,?,2.66,1.48,?,?,w
e,9.32,p,?,8.07,18.14,?,?,n
p,26.59,p,?,5.88,39.12,?,?,n
p,12.23,a,?,10.84,23.01,r,?,o
p,13.23,a,?,11.29,22.42,r,?,y
p,10.51,d,c,9.03,17.03,?,?,p
p,7.06,?,c,1.12,12.87,?,?,n
p,4.1,x,c,6.5,11.17,?,?,w
e,4.25,d,d,4.35,7.53,?,?,w
e,13.7,?,?,7.84,25.85,b,?,n
p,3.89,?,c,6.25,4.46,s,s,w
p,10.09,a,c,14.37,13.4,?,y,n
p,5.52,d,c,2.47,5.92,?,?,o
e,16.0,?,?,22.04,20.62,s,?,n
p,13.4,d,c,5.47,28.64,?,?,n
e,8.31,?,c,5.22,20.29,?,?,w
e,2.62,?,d,5.05,4.36,?,?,w
p,2.53,d,c,2.38,3.77,?,?,n
e,5.74,x,c,8.64,10.2,b,?,n
e,11.79,d,c,6.36,27.28,?,?,w
p,1.86,?,?,7.57,3.01,?,?,y
e,5.37,p,?,6.85,14.37,?,?,y
p,4.29,p,?,3.54,5.77,?,k,n
p,7.01,?,?,12.18,14.02,?,s,w
p,6.84,p,?,8.46,27.43,c,?,n
e,11.03,e,c,24.14,14.09,?,s,w
e,16.45,?,?,22.71,19.63,s,?,n
e,8.88,a,?,8.16,15.47,?,?,w
e,8.55,p,?,8.36,18.37,?,?,n
e,9.85,e,c,23.73,12.74,?,s,w
e,3.88,a,d,5.74,4.5,?,k,o
p,5.65,s,?,5.78,7.11,?,y,n
e,7.02,e,c,6.57,10.32,?,y,n
e,6.37,x,c,7.51,16.63,?,?,w
p,11.39,a,?,11.28,19.97,r,?,o
p,3.87,a,c,5.81,6.82,?,s,u
p,3.27,a,?,3.22,5.51,?,?,y
p,6.86,x,c,5.06,16.63,?,?,y
e,1.11,a,?,5.34,0.92,?,?,n
e,1.42,a,?,4.67,1.41,?,?,g
p,8.35,d,?,4.61,12.9,?,t,n
e,1.77,?,d,4.28,3.51,?,?,w
p,2.8,s,?,3.79,2.75,?,?,n
p,6.03,?,?,11.33,14.13,?,s,w
p,13.88,p,?,8.86,26.76,c,?,y
e,5.43,d,c,4.7,7.54,?,s,w
e,11.51,?,?,7.45,25.32,b,?,n
e,5.11,s,d,4.8,9.26,?,s,g
p,7.41,d,?,4.44,13.34,?,t,n
p,8.07,d,c,7.73,12.08,?,?,p
p,2.99,s,c,4.79,7.16,?,?,w
p,5.46,a,c,6.48,8.41,?,g,o
e,15.39,e,?,10.33,18.12,?,?,w
p,0.71,?,?,3.65,0.89,?,?,w
e,1.23,a,?,5.5,0.95,?,?,n
p,3.83,e,c,4.78,3.47,?,k,w
p,8.29,a,c,8.33,9.5,?,i,n
e,8.65,?,c,4.57,15.27,?,?,w
e,3.29,?,c,5.94,6.51,?,s,w
p,4.18,f,f,0.0,0.0,f,f,f
e,6.52,x,c,7.76,11.35,?,s,n
p,4.27,?,c,0.0,0.0,f,f,f
p,1.41,a,?,4.49,1.62,?,t,n
p,1.49,d,d,2.31,2.91,?,s,n
e,6.38,p,d,7.46,13.16,?,s,n
e,6.96,e,?,6.05,12.06,b,?,y
p,3.06,a,?,4.81,5.74,?,t,r
p,2.74,a,?,7.77,2.67,?,?,w
p,19.64,d,c,6.07,34.02,?,k,k
e,4.14,a,d,7.5,5.37,?,k,o
e,9.92,x,?,6.87,20.47,?,?,w
p,2.0,a,c,6.74,2.6,?,t,y
e,6.41,e,?,5.76,13.14,b,?,y
p,1.43,?,?,4.21,1.39,?,?,n
e,18.02,p,?,16.42,35.44,s,y,w
e,5.17,p,?,5.81,10.72,?,?,n
e,7.21,p,?,13.21,25.4,?,y,w
p,4.76,f,f,0.0,0.0,f,f,f
e,8.59,x,c,9.57,17.95,?,?,w
e,10.77,e,c,16.51,11.85,?,s,w
e,7.28,p,d,6.85,13.05,?,s,n
e,0.89,a,?,5.14,0.86,?,?,n
p,5.9,s,d,5.29,14.95,r,y,w
p,0.68,?,?,3.3,0.56,?,?,y
p,3.98,f,f,0.0,0.0,f,f,f
p,8.44,e,c,13.63,13.01,?,y,w
p,4.88,?,c,8.98,8.19,?,?,y
p,7.74,s,c,7.34,17.66,?,y,y
p,1.47,?,?,3.89,1.5,?,?,n
e,3.28,?,c,4.76,6.01,?,s,w
p,2.55,a,?,2.68,5.25,?,?,y
e,5.36,x,c,5.76,5.89,?,s,n
p,7.55,a,?,11.95,14.45,s,?,n
p,2.89,a,d,3.87,2.48,?,h,w
p,6.6,s,d,4.97,16.81,r,y,n
e,6.73,s,c,5.66,9.76,b,i,n
p,10.12,x,c,9.91,11.93,r,i,w
p,4.92,d,c,3.09,6.09,?,?,o
p,5.04,?,c,6.41,7.0,?,?,w
p,1.24,f,f,3.55,5.45,?,?,y
p,4.09,x,?,5.63,7.53,?,?,w
p,5.58,d,c,5.64,7.82,b,?,n
p,1.59,?,?,5.15,2.44,?,s,n
e,5.3,f,f,6.97,64.21,?,?,n
e,8.85,x,c,7.98,15.88,?,?,w
p,7.71,?,?,9.24,16.2,s,?,w
p,0.88,a,d,2.56,1.27,?,?,e
p,5.28,d,c,4.1,5.83,?,?,y
p,8.91,e,?,9.11,16.66,?,y,w
e,3.7,d,?,5.74,7.43,?,t,w
e,2.79,?,c,7.28,3.18,?,?,w
p,13.49,e,?,17.6,17.44,s,y,w
p,6.06,d,c,3.29,6.48,?,?,o
p,5.02,?,?,9.14,12.84,?,s,w
p,5.39,a,c,5.02,6.16,?,i,y
p,1.75,?,c,5.37,3.13,?,?,n
e,9.13,?,c,4.86,18.78,?,?,w
p,4.55,s,c,5.55,9.43,?,?,w
e,14.56,d,c,8.58,25.83,s,?,w
p,3.81,?,c,5.61,6.32,?,?,y
p,3.86,a,c,6.66,5.92,?,s,u
p,11.11,d,c,5.55,12.3,?,?,n
e,19.16,a,d,6.86,21.65,?,?,w
p,3.48,s,c,5.42,9.0,?,?,w
e,5.32,a,d,6.16,5.17,?,t,g
e,18.25,a,d,7.31,23.51,?,?,w
p,7.92,e,c,13.78,13.34,?,y,w
p,12.02,e,?,10.65,13.96,?,?,w
e,6.22,x,c,7.92,16.47,?,?,w
p,11.88,e,?,10.73,14.33,?,?,w
e,2.84,?,c,6.41,2.87,?,?,w
p,13.73,p,?,9.08,27.49,c,?,y
p,4.23,s,c,6.83,8.01,?,y,l
e,0.99,a,?,6.06,1.09,?,?,n
e,10.33,x,c,8.02,23.72,?,?,w
e,17.94,a,d,6.92,25.64,?,?,w
e,4.16,p,?,5.2,10.79,?,?,n
p,16.36,d,c,5.65,26.4,?,?,g
e,11.69,x,c,8.49,21.65,?,?,w
p,1.52,a,?,4.75,1.67,?,t,n
e,3.44,f,f,6.94,6.99,?,?,y
p,5.21,?,c,0.0,0.0,f,f,f
e,18.82,p,?,15.12,72.0,?,?,n
e,7.87,s,?,9.49,12.09,?,t,n
p,13.31,e,?,11.13,14.75,?,?,w
e,7.03,d,d,6.15,12.25,?,?,w
p,4.0,?,?,8.9,6.2,?,?,w
p,7.21,d,?,4.52,13.08,?,t,r
p,8.59,a,c,10.72,12.16,?,y,y
p,8.28,?,c,10.68,13.68,?,?,w
e,9.18,e,c,7.01,10.39,?,i,w
p,4.35,x,?,4.8,6.49,?,?,w
p,3.16,a,?,8.63,2.5,?,?,n
e,5.04,x,c,6.49,3.92,?,?,w
p,3.02,f,f,4.79,21.76,?,g,w
e,3.46,f,f,6.97,7.78,?,?,o
e,9.97,s,c,7.98,19.59,?,?,u
p,14.28,e,?,17.77,17.12,s,y,w
p,5.22,s,d,5.21,12.98,?,i,y
p,5.46,p,?,3.89,6.0,?,k,n
p,3.75,?,?,4.61,6.12,?,?,e
e,15.79,e,?,10.08,18.11,?,?,w
p,16.71,e,?,17.87,17.29,s,y,w
e,3.75,x,d,4.94,3.46,?,?,y
p,8.03,d,c,5.85,7.88,?,?,e
p,3.93,e,c,4.77,3.39,?,k,w
p,7.1,?,?,12.74,17.77,?,?,w
p,2.69,f,f,0.0,0.0,f,f,f
p,22.05,p,?,5.96,42.23,?,?,n
p,8.35,?,?,15.87,18.18,?,?,w
e,10.6,e,?,9.38,18.77,?,y,w
p,6.31,d,?,4.3,10.85,?,t,r
e,10.34,p,?,9.01,21.55,?,?,n
e,8.9,s,c,6.64,28.65,?,?,w
p,8.85,a,d,6.54,21.13,?,?,w
p,2.63,f,f,0.0,0.0,f,f,f
p,3.13,f,f,3.61,13.0,?,g,g
p,4.69,a,c,4.77,7.12,?,y,n
p,1.64,?,?,3.77,1.5,?,?,n
p,13.05,e,?,11.18,15.9,?,?,w
e,1.47,?,d,4.6,2.31,?,?,w
e,10.17,d,c,6.87,18.0,?,?,w
p,1.11,?,c,2.98,2.4,?,?,n
p,5.28,d,c,5.91,5.95,?,i,n
p,4.97,e,?,6.77,7.75,?,?,k
e,11.2,x,?,8.92,25.24,?,?,n
p,4.33,f,f,0.0,0.0,f,f,f
p,3.22,f,f,3.47,13.97,?,g,n
p,2.7,e,c,3.19,3.09,?,k,w
e,2.61,a,c,4.45,6.37,?,?,e
p,2.88,a,?,4.84,5.71,?,t,y
e,55.52,p,?,6.87,44.27,?,k,n
p,7.21,x,c,7.61,12.56,?,?,w
e,9.93,?,?,4.67,23.58,?,?,n
p,3.5,a,?,10.61,2.71,?,?,g
p,11.4,e,?,10.44,14.84,?,?,w
p,4.71,d,c,5.28,9.58,b,?,n
e,9.28,e,?,8.88,16.96,?,y,w
e,10.53,d,c,6.25,17.03,?,?,w
p,7.79,e,c,12.08,12.37,?,y,w
p,3.67,a,c,6.38,6.32,?,s,u
e,6.04,a,d,5.05,4.81,?,t,g
e,2.82,?,d,6.91,5.28,?,?,w
p,2.78,a,c,3.65,3.71,?,i,w
p,2.98,d,c,4.1,6.91,?,?,n
p,9.45,p,?,10.0,30.25,c,?,n
e,7.2,p,?,11.43,24.0,?,y,w
p,3.83,x,c,7.06,4.52,?,i,g
p,3.64,?,?,4.56,5.62,?,?,e
p,8.58,s,?,5.5,7.92,?,y,n
e,9.85,p,?,8.34,17.81,?,?,n
p,14.76,d,d,7.4,28.34,?,?,w
p,19.37,d,d,7.24,28.81,?,?,w
p,7.37,x,?,16.78,8.0,r,g,n
p,6.74,a,?,8.94,11.12,?,?,y
e,15.8,a,d,5.39,18.56,?,?,w
e,4.33,s,?,4.0,6.66,?,?,w
e,6.85,e,?,5.74,11.59,b,?,y
e,5.01,x,c,7.8,7.73,b,?,n
p,8.29,x,c,5.41,16.89,?,?,y
p,4.35,a,c,7.18,7.18,?,s,u
p,0.57,?,?,3.55,0.68,?,?,y
e,55.11,p,?,7.76,52.77,?,k,k
e,7.54,?,c,5.11,20.3,?,?,w
e,21.55,p,?,18.29,80.07,?,?,n
p,1.97,a,c,6.4,2.43,?,t,y
p,3.71,f,f,4.02,15.85,?,g,g
e,3.21,f,f,4.62,18.3,?,?,n
e,8.14,p,?,5.69,11.86,?,?,y
p,2.55,a,?,7.23,2.51,?,?,w
e,12.92,e,?,12.0,17.94,s,?,w
p,14.18,e,?,17.87,18.2,s,y,w
e,4.61,a,d,8.33,5.89,?,s,n
p,19.95,d,d,7.62,31.98,?,?,w
e,6.78,?,?,5.1,23.47,b,?,n
e,5.27,f,f,7.67,58.26,?,?,n
e,1.25,?,d,4.4,2.26,?,?,w
e,6.1,a,d,6.14,5.35,?,t,g
p,6.47,d,c,5.36,8.17,?,?,e
e,2.36,?,d,6.15,3.88,?,?,w
e,4.7,x,c,5.65,3.89,?,?,w
e,7.1,e,?,6.51,13.33,b,?,y
p,3.14,e,c,3.86,3.25,?,k,w
e,5.57,s,d,4.25,9.79,?,s,g
e,7.83,s,c,8.09,31.16,?,?,w
e,6.67,d,c,5.62,8.39,?,s,w
p,7.99,d,c,7.26,14.34,?,?,p
e,6.99,p,d,5.64,12.35,?,s,n
p,5.63,?,c,3.24,12.41,?,?,y
p,1.17,f,f,3.78,5.58,?,?,y
p,7.8,d,c,8.3,10.61,?,?,e
p,3.23,a,c,6.1,6.26,?,s,u
p,6.75,a,c,7.2,7.64,?,i,n
p,1.79,?,?,7.9,3.49,?,?,y
e,10.02,d,c,2.29,12.89,?,?,w
e,3.47,a,c,4.61,6.59,?,?,e
e,9.68,s,c,8.17,22.65,b,?,u
e,3.78,p,?,4.72,10.84,?,?,y
e,6.04,a,?,6.55,11.91,?,?,g
p,2.89,a,c,4.5,5.69,?,y,n
e,6.44,a,d,5.94,4.71,?,t,g
p,10.25,?,c,11.32,16.41,?,?,w
e,11.09,p,?,8.92,18.7,?,?,n
p,3.61,p,?,2.64,4.29,?,k,n
p,7.31,s,c,4.8,11.2,?,?,p
e,6.41,e,c,4.95,12.61,?,?,w
e,8.73,p,?,8.77,17.3,?,?,n
e,3.77,s,?,3.88,6.13,?,?,w
p,3.89,?,?,4.45,5.32,?,?,e
p,12.25,e,?,10.64,13.56,?,?,w
e,3.24,?,c,5.13,6.05,?,s,w
p,8.2,x,?,9.46,21.24,s,?,g
p,3.7,?,c,8.75,7.5,?,?,y
p,7.85,x,?,14.41,7.68,r,g,n
e,4.02,x,d,4.96,3.14,?,?,y
e,2.19,d,d,7.96,4.05,?,i,n
p,20.31,d,c,6.4,44.99,?,k,k
e,5.03,x,c,8.3,9.34,b,?,w
p,15.04,d,d,5.63,24.73,?,?,w
e,4.65,x,c,8.27,8.79,b,?,w
e,6.46,p,?,7.78,14.2,?,?,y
p,6.87,s,c,3.65,9.28,?,?,p
p,7.88,x,?,7.99,20.21,s,?,n
p,7.96,x,d,6.79,18.3,b,?,w
p,3.2,a,?,5.39,5.62,?,t,r
e,3.89,d,c,4.33,6.18,?,?,n
e,7.09,s,c,7.27,31.68,?,?,w
p,7.15,?,?,7.87,13.17,s,?,w
p,3.26,?,?,8.0,5.72,?,?,w
p,12.32,s,?,8.14,18.0,?,i,n
e,6.29,x,c,7.77,15.68,?,?,w
p,5.6,e,?,7.02,13.74,?,y,w
e,1.51,a,?,4.89,1.4,?,?,g
p,6.53,a,?,8.1,10.02,?,?,e
p,2.95,a,?,4.75,7.12,?,?,y
p,3.24,a,?,3.76,7.15,?,?,y
p,10.42,d,c,4.55,22.03,?,?,r
e,8.39,p,?,7.31,16.61,?,?,n
e,9.2,x,c,7.46,16.34,?,?,w
p,1.38,a,?,4.46,1.47,?,t,n
e,18.36,a,d,6.92,20.71,?,?,w
p,9.3,f,f,3.15,24.2,?,g,n
p,2.17,?,?,8.77,3.28,?,?,y
p,4.8,d,c,6.45,5.72,?,?,n
e,2.44,?,d,6.43,4.65,?,?,w
e,10.82,?,?,6.75,23.8,b,?,n
e,6.31,x,c,7.0,19.64,?,s,w
p,8.31,?,?,7.76,13.68,s,?,w
e,19.33,a,d,7.07,23.53,?,?,w
e,6.31,e,?,11.77,11.41,?,s,w
e,59.46,p,?,8.23,51.31,?,k,n
e,4.16,x,c,4.62,4.87,?,s,n
e,7.93,x,c,8.02,16.65,?,?,w
e,5.61,s,d,4.47,9.34,?,s,g
e,4.23,a,c,5.05,6.55,?,?,o
e,20.94,p,?,13.04,46.69,?,?,n
e,11.22,?,c,4.79,20.58,?,?,w
p,0.76,a,?,4.27,1.0,?,s,k
p,3.23,s,c,4.99,6.16,?,?,w
p,4.52,s,c,5.68,6.96,?,y,w
e,9.14,e,c,15.36,11.55,?,s,w
e,8.4,x,c,8.71,23.85,?,?,w
e,2.36,?,c,5.15,2.19,?,?,w
p,9.84,s,?,7.38,16.08,?,i,n
e,6.73,f,f,5.68,21.82,?,?,n
p,7.22,x,c,6.67,12.2,?,?,w
p,4.05,f,f,6.47,32.32,?,g,w
p,5.1,e,?,6.69,6.58,?,?,o
e,7.57,p,?,10.98,22.16,?,y,w
e,17.14,a,d,8.56,22.82,?,?,w
p,1.4,?,?,5.28,2.7,?,s,n
p,0.72,a,?,3.72,0.95,?,s,k
e,6.92,x,c,7.95,11.17,?,s,n
e,8.63,p,?,7.73,17.4,?,?,n
p,2.39,a,?,6.64,2.39,?,?,n
e,4.41,f,f,6.52,49.45,?,?,n
e,15.13,?,?,23.77,19.82,s,?,n
e,3.78,x,d,4.36,3.1,?,?,y
p,2.71,a,c,9.42,2.91,?,t,y
e,3.1,?,c,7.65,3.28,?,?,w
p,4.12,s,d,5.0,13.17,?,i,y
p,1.85,a,c,7.01,2.46,?,t,y
p,7.27,s,c,5.9,13.41,?,y,e
e,10.61,a,c,6.9,21.66,s,?,w
e,11.2,?,c,4.76,20.01,?,?,w
p,1.06,a,d,3.22,1.4,?,?,e
p,4.57,?,?,10.8,7.09,?,?,w
e,1.32,?,?,3.02,1.5,?,?,w
e,8.07,p,?,10.54,25.23,?,y,w
p,4.59,?,c,0.0,0.0,f,f,f
p,4.64,x,c,9.67,4.99,?,?,n
p,12.68,d,c,6.4,18.92,?,?,n
e,10.1,s,c,7.59,22.27,?,?,u
p,1.3,d,d,1.38,2.48,?,s,n
p,0.66,a,?,4.05,0.97,?,h,k
e,4.62,x,c,8.3,9.06,b,?,w
e,8.19,p,d,7.99,13.01,?,s,n
p,3.61,x,?,4.6,6.74,?,?,w
p,3.53,s,c,4.92,7.77,?,y,w
p,8.91,?,c,11.22,16.2,?,?,w
p,6.72,s,d,5.83,14.67,?,i,y
p,1.41,a,?,3.8,1.41,?,t,n
p,1.71,a,?,4.59,1.44,?,t,n
e,16.37,a,d,7.72,25.22,?,?,w
p,5.73,d,c,4.98,9.42,?,?,e
e,8.94,e,c,5.16,8.96,?,i,n
p,9.94,x,c,5.88,15.9,?,?,y
p,0.61,a,?,4.13,0.98,?,s,k
p,9.14,a,?,10.61,14.62,s,?,n
p,17.14,d,c,5.32,26.89,?,?,n
p,15.11,p,?,8.85,32.02,c,?,y
p,1.33,f,f,3.72,5.71,?,?,y
p,13.3,e,?,10.92,14.55,?,?,w
e,3.83,a,c,4.77,6.69,?,?,e
p,12.55,d,c,6.01,23.66,?,k,n
e,9.2,d,c,6.4,17.46,?,?,w
e,8.48,a,?,8.28,14.22,?,?,w
p,2.66,d,c,2.77,5.41,?,?,n
p,2.12,?,?,6.62,2.88,?,?,y
e,11.44,?,c,5.08,22.25,?,?,w
e,5.11,x,c,7.3,4.47,?,?,w
p,1.29,f,f,3.51,5.48,?,?,y
e,0.89,a,?,5.81,0.96,?,?,n
p,6.73,x,c,3.55,13.94,?,?,y
p,0.73,a,?,4.03,0.93,?,h,k
p,3.2,s,c,5.88,8.84,?,?,w
e,10.82,?,?,7.11,25.29,b,?,n
p,2.2,?,?,8.59,3.3,?,?,y
e,17.35,?,?,27.26,21.09,s,?,n
e,6.38,x,c,5.89,6.14,?,y,n
p,2.1,a,?,5.3,2.86,?,?,w
e,8.23,e,c,15.25,12.1,?,s,w
p,6.83,d,c,5.68,9.76,?,?,n
p,4.41,?,c,2.83,10.93,?,?,y
e,4.43,a,c,4.35,8.67,?,?,w
e,3.07,a,c,4.15,5.91,?,?,e
e,4.06,p,?,4.83,11.46,?,?,n
p,4.21,?,c,0.0,0.0,f,f,f
p,3.12,x,c,3.86,2.85,b,i,n
e,2.27,d,c,4.39,5.6,?,?,n
p,8.14,s,?,6.52,8.29,?,y,n
e,7.0,x,c,6.64,16.73,?,s,w
e,48.21,p,?,8.06,49.4,?,k,n
p,2.57,f,f,2.8,13.63,?,g,n
e,8.13,x,c,8.32,16.04,?,?,w
p,3.46,a,d,4.06,2.66,?,h,w
e,6.1,d,d,6.67,13.4,?,?,w
p,4.49,?,c,6.5,6.75,?,?,w
e,7.33,p,?,7.51,14.33,?,?,y
p,2.69,a,?,7.34,2.6,?,?,n
p,5.87,d,c,5.85,6.96,?,i,y
p,6.59,e,?,7.08,15.42,?,y,w
p,6.77,d,c,7.16,9.2,?,?,n
p,3.35,s,c,5.61,9.41,?,?,w
p,11.29,x,c,10.87,12.41,r,i,w
e,6.59,s,?,9.06,12.29,?,i,o
p,2.52,a,?,8.58,2.67,?,?,n
e,2.77,?,c,4.68,5.81,?,s,w
p,4.33,x,d,6.32,5.15,?,?,n
e,7.92,f,f,7.89,65.94,?,?,n
e,54.88,p,?,6.72,33.24,?,k,k
e,4.1,s,?,4.07,6.46,?,?,w
e,1.01,a,?,6.2,1.15,?,?,n
e,9.79,e,?,8.97,17.52,?,y,w
e,6.18,d,c,5.75,8.36,?,s,w
e,17.25,e,?,11.37,17.11,s,?,w
p,5.26,d,c,5.11,5.99,?,i,n
e,6.94,d,?,3.43,8.64,?,?,w
e,2.8,?,c,5.92,6.56,?,s,w
e,5.08,e,c,4.01,11.58,?,?,w
p,2.32,a,c,8.23,2.53,?,t,y
p,1.35,?,?,5.07,2.22,?,s,n
p,1.78,?,?,7.51,3.31,?,?,y
p,5.97,?,c,3.29,12.43,?,?,y
e,16.76,a,d,7.09,24.65,?,?,w
e,1.52,a,?,5.43,1.77,?,t,y
p,11.85,e,?,10.62,13.74,?,?,w
p,4.3,x,?,5.72,7.11,?,?,w
p,10.64,p,?,7.17,26.4,?,?,u
p,10.79,p,?,8.63,32.04,?,?,e
e,12.24,d,c,2.5,14.82,?,?,w
p,0.9,a,d,2.89,1.36,?,?,e
e,7.34,e,?,6.62,13.12,b,?,y
e,6.19,e,c,2.6,8.35,?,y,n
p,10.79,a,?,10.07,19.49,r,?,y
e,6.31,s,?,4.59,8.07,?,?,w
e,8.93,d,c,4.51,17.0,?,?,w
p,7.83,d,c,9.49,11.54,?,?,n
e,6.21,s,d,4.78,10.61,?,s,g
p,10.29,f,f,4.23,27.83,?,g,n
p,5.66,?,c,0.0,0.0,f,f,f
e,10.79,?,?,7.56,26.49,b,?,n
p,8.15,?,c,10.42,10.87,?,?,w
e,7.5,x,c,7.24,14.7,?,?,w
e,8.48,p,d,6.7,12.69,?,s,n
p,7.07,s,c,3.55,8.8,?,?,p
e,8.05,e,c,6.09,11.01,?,y,n
p,7.4,a,c,7.89,7.81,?,i,n
e,5.45,x,c,6.88,7.46,?,s,n
e,7.8,s,c,7.14,30.31,?,?,w
e,3.97,d,?,6.29,7.38,?,t,w
e,10.44,x,?,6.4,22.49,?,?,p
e,6.89,s,c,5.6,9.68,b,i,w
p,3.36,x,?,3.99,6.15,?,?,w
p,7.04,x,c,7.31,17.32,?,?,y
p,3.71,e,c,4.19,3.48,?,k,w
p,3.56,a,c,4.1,4.91,?,y,o
p,6.69,x,?,9.04,20.34,s,?,u
e,10.9,?,?,6.57,25.35,b,?,n
p,17.66,p,?,5.26,36.26,?,?,n
p,0.83,d,?,4.85,1.13,?,?,o
e,8.09,d,?,3.6,10.75,?,?,w
e,2.88,?,c,6.23,2.65,?,?,w
p,10.5,?,c,1.72,13.92,?,?,n
p,0.69,a,?,3.65,0.95,?,s,k
p,0.99,a,d,3.21,1.54,?,?,e
p,5.93,a,c,6.1,6.62,?,i,n
p,1.75,a,?,3.94,2.49,?,?,w
p,3.07,a,?,9.5,2.42,?,?,n
p,6.68,x,c,6.81,10.37,?,?,w
e,11.13,x,?,7.76,23.14,?,?,n
e,3.31,a,d,8.45,4.48,?,i,n
e,11.32,d,c,5.98,17.54,?,?,w
e,7.58,d,?,3.6,10.11,?,?,w
e,6.34,d,?,3.32,9.06,?,?,w
e,5.88,d,d,6.17,13.7,?,?,w
p,7.33,s,d,4.15,14.22,r,y,n
e,2.14,a,d,5.99,3.59,?,i,n
e,5.73,f,f,5.84,14.49,?,?,y
p,8.07,s,?,6.21,8.22,?,y,n
p,5.06,a,c,6.19,7.67,?,g,o
p,9.37,x,c,9.54,11.7,r,i,w
p,8.69,d,c,7.77,15.55,?,?,p
p,7.12,a,c,10.18,10.01,?,y,n
e,9.3,x,?,7.42,21.36,?,?,n
e,10.16,p,?,8.47,16.8,?,?,y
e,1.49,a,?,5.2,1.44,?,?,g
p,1.88,?,?,5.06,1.86,?,?,n
e,8.68,s,c,6.17,28.72,?,?,w
e,4.45,s,?,4.25,8.2,?,?,w
e,6.58,x,c,6.71,7.67,?,y,n
p,1.24,f,f,3.78,5.67,?,?,y
p,2.53,a,c,3.34,3.42,?,i,u
e,4.57,f,f,4.37,14.34,?,?,y
e,15.8,e,?,10.37,18.41,?,?,w
e,50.76,p,?,6.47,33.39,?,k,k
e,2.05,d,d,6.44,3.56,?,i,n
p,9.11,d,c,8.43,15.43,?,?,p
p,1.75,?,c,5.65,2.88,?,?,n
p,6.77,?,c,1.58,16.87,?,?,y
p,4.01,?,?,7.94,6.02,?,?,w
p,7.8,p,?,8.12,22.78,c,?,n
e,1.47,?,d,4.71,2.36,?,?,w
p,1.52,d,d,1.89,2.36,?,s,n
p,3.39,?,?,4.41,4.26,?,?,e
e,7.21,p,?,13.41,26.9,?,y,w
