@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE veil-type {u, ?}
@ATTRIBUTE veil-color {w, ?, y, u, n, k, e}
@ATTRIBUTE has-ring {t, f}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE spore-print-color {?, w, n, p, k, g, r, u}

@DATA
e,f,s,w,y,?,w,?,?,f,f,w
e,x,d,w,w,?,w,?,?,f,f,?
p,b,s,o,y,?,y,?,?,f,f,?
p,f,k,w,p,?,n,?,?,f,f,p
p,f,?,w,n,i,w,?,?,f,f,?
p,x,i,e,k,?,y,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
e,p,y,w,w,s,w,?,?,t,e,?
e,x,t,n,o,t,w,?,?,f,f,?
p,x,?,e,w,?,y,?,?,f,f,?
p,o,t,w,w,f,f,?,?,f,f,n
e,x,i,n,p,y,w,?,?,t,p,?
e,x,h,n,y,?,n,?,?,f,f,?
e,x,t,n,o,t,w,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,x,s,b,w,s,n,?,?,f,f,?
p,b,y,g,k,s,w,?,?,t,z,?
p,b,w,u,g,s,u,?,?,f,f,?
e,x,?,u,u,?,w,?,?,f,f,?
p,f,?,g,w,?,n,?,?,f,f,?
e,x,s,n,p,i,n,?,?,f,f,p
p,x,?,y,w,?,w,?,?,f,f,?
p,f,?,y,y,?,w,?,?,f,f,?
p,x,g,n,p,?,n,?,?,f,f,?
e,x,d,n,y,?,n,?,?,f,f,?
e,f,w,g,k,?,w,?,?,f,f,?
p,c,t,n,n,?,y,?,?,f,f,?
p,x,e,n,e,?,y,?,?,f,f,?
e,f,s,k,w,?,w,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,o,s,w,w,f,f,?,?,f,f,n
p,x,?,o,o,?,o,?,?,f,f,w
e,x,s,n,w,i,w,?,?,f,f,p
p,f,t,y,y,?,y,?,?,f,f,?
p,x,i,y,y,?,o,?,?,t,r,n
p,x,d,e,w,?,e,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
p,f,y,w,n,k,w,?,?,t,e,?
e,x,?,n,w,?,w,?,w,t,?,?
e,x,s,w,w,?,w,?,?,f,f,?
p,b,?,n,g,s,g,?,?,f,f,?
p,x,i,k,w,?,w,?,?,f,f,p
e,f,s,n,k,?,w,?,?,f,f,w
p,x,d,o,y,?,y,?,?,t,r,n
p,f,?,o,o,?,o,?,?,f,f,w
p,p,t,n,g,t,y,?,?,t,e,?
p,x,g,w,w,?,e,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
e,f,s,n,g,?,w,?,?,t,r,?
p,f,k,w,n,?,w,?,?,f,f,?
e,f,t,n,w,k,o,?,?,f,f,?
p,x,t,r,b,?,r,?,?,f,f,?
e,p,y,n,w,?,n,?,?,t,m,?
e,x,h,g,n,t,g,?,?,t,l,?
e,f,s,w,w,?,w,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
p,f,?,o,o,?,y,?,?,f,f,w
p,x,i,l,w,?,w,?,?,f,f,p
p,f,?,u,w,?,y,?,?,f,f,?
e,x,s,o,o,?,o,?,?,f,f,?
e,s,?,n,f,?,y,?,?,f,f,?
p,x,h,g,p,i,n,?,?,f,f,?
p,x,i,y,n,i,n,?,k,t,z,k
p,b,t,n,k,?,n,?,?,t,f,?
e,x,h,n,w,s,n,u,w,f,f,?
e,f,?,g,w,?,w,?,?,f,f,?
p,b,?,n,k,?,n,?,w,f,f,k
e,f,?,w,y,?,w,?,?,f,f,?
e,f,s,w,n,?,w,?,?,t,l,?
e,x,?,n,p,?,u,?,?,f,f,?
p,s,d,w,w,h,w,?,?,f,f,?
e,f,h,g,w,s,g,?,?,f,f,?
e,x,s,o,n,?,n,?,?,f,f,?
e,f,s,n,n,i,n,?,?,f,f,?
e,f,w,g,g,?,w,?,?,f,f,?
p,f,d,n,y,i,n,?,?,f,f,?
e,x,d,b,b,?,w,?,?,f,f,?
p,x,g,w,w,?,n,?,?,f,f,?
p,f,t,n,p,i,g,?,?,f,f,?
p,f,?,o,o,?,y,?,?,f,f,w
e,f,e,b,b,?,w,?,?,t,f,?
p,s,?,o,o,?,w,?,?,t,f,?
e,b,g,w,w,?,y,?,?,f,f,?
p,s,?,y,o,?,w,?,?,t,f,?
e,x,s,b,w,s,n,?,?,f,f,?
p,s,h,r,g,t,g,?,?,f,f,?
p,x,?,o,o,?,y,?,?,f,f,w
p,c,k,y,y,?,w,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
p,x,y,n,w,y,n,?,?,t,r,?
p,x,g,p,n,s,k,?,?,f,f,?
p,x,d,y,o,?,y,?,?,t,r,n
p,x,d,w,p,h,w,?,?,f,f,?
e,x,y,n,g,?,w,?,?,f,f,?
e,f,y,e,w,?,n,?,w,t,e,?
p,f,k,n,y,k,n,?,?,f,f,?
p,x,?,n,u,?,u,?,u,f,f,?
p,f,k,n,p,?,n,?,?,f,f,p
e,f,s,w,g,?,w,?,?,t,r,?
e,x,w,n,k,?,w,?,?,f,f,?
p,x,?,e,w,?,w,?,?,f,f,?
p,x,k,n,y,?,y,?,?,f,f,?
e,x,?,n,n,?,n,?,w,t,?,?
e,b,g,g,g,?,w,?,?,f,f,?
p,b,t,r,y,t,r,?,?,f,f,?
p,f,?,y,n,?,w,?,?,f,f,?
e,p,g,w,g,?,w,?,?,f,f,?
p,s,d,n,n,?,n,?,?,f,f,?
e,p,w,n,y,?,n,?,?,f,f,?
e,x,d,n,n,?,y,?,?,f,f,?
p,x,g,n,w,y,w,u,w,t,p,?
p,f,?,g,w,?,w,u,w,t,g,?
e,b,g,n,g,s,g,?,?,f,f,?
p,s,d,o,o,?,y,?,?,f,f,?
p,x,h,r,w,?,w,u,w,t,p,?
p,x,i,e,e,?,e,?,?,f,f,n
e,s,?,n,w,s,w,?,?,f,f,?
p,b,?,k,k,?,g,?,w,f,f,k
p,s,d,w,w,h,w,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
e,x,e,l,w,?,w,?,?,f,f,?
e,f,s,b,w,s,n,?,?,f,f,?
p,x,y,o,y,?,y,?,?,t,r,n
e,b,g,g,g,s,g,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
p,o,s,n,w,f,f,?,?,f,f,n
e,o,y,y,y,k,k,?,?,f,f,?
e,f,h,n,n,s,w,?,w,f,f,k
p,x,s,y,k,?,y,u,w,t,z,k
e,s,?,n,w,?,n,?,?,f,f,?
p,b,t,n,g,?,n,?,?,t,f,?
p,f,?,u,w,?,y,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
p,x,h,e,w,y,w,u,w,t,p,?
p,x,y,n,w,y,n,?,?,t,r,?
e,x,?,n,n,?,n,?,w,t,?,?
p,s,t,n,w,t,r,?,?,f,f,?
e,x,h,y,y,?,y,?,y,t,?,?
e,x,d,e,w,y,w,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,s,t,r,g,t,r,?,?,f,f,?
e,f,y,n,p,i,n,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,x,i,o,y,?,o,?,?,f,f,?
e,x,y,w,k,?,w,?,w,t,e,?
p,b,y,n,w,s,w,?,?,f,f,?
e,p,i,n,p,y,w,?,?,t,l,?
e,x,y,n,p,y,n,?,?,f,f,?
e,f,s,n,y,i,o,?,?,f,f,?
p,f,d,b,y,i,n,?,?,f,f,?
p,f,d,b,y,s,n,?,?,f,f,?
p,o,?,g,f,g,g,?,?,f,f,?
p,o,?,g,f,g,n,?,?,f,f,?
p,f,d,b,y,s,n,?,?,f,f,?
e,x,?,g,w,?,w,?,?,f,f,?
p,x,k,n,n,?,n,?,?,f,f,?
p,b,t,y,k,?,n,?,?,t,f,?
p,b,?,n,g,s,g,?,?,f,f,?
p,f,k,w,n,?,w,?,?,f,f,?
e,f,t,n,o,t,o,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
p,f,?,n,w,i,w,?,?,f,f,?
e,s,?,y,w,?,w,?,?,f,f,?
e,x,d,n,y,?,y,?,?,f,f,?
p,x,w,n,w,g,n,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
e,x,s,n,w,i,n,?,?,t,?,w
p,f,l,y,n,?,y,?,?,f,f,?
p,x,t,n,g,y,n,?,?,f,f,?
p,p,s,g,k,s,w,?,?,t,z,?
p,p,y,g,g,s,w,?,?,t,z,?
p,f,?,g,w,?,w,u,w,t,g,?
e,f,t,o,n,i,o,?,?,f,f,?
p,x,h,o,w,y,w,u,w,t,g,?
e,x,e,y,w,?,w,?,?,f,f,?
p,b,y,n,p,?,w,?,?,f,f,?
p,s,?,n,p,?,n,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,f,?,n,w,?,n,?,?,f,f,?
e,x,?,n,w,?,w,?,w,t,?,?
p,b,t,y,g,?,n,?,?,t,f,?
p,x,?,g,n,?,g,?,u,f,f,?
p,x,t,e,w,?,w,?,?,f,f,?
p,x,g,e,w,?,n,?,?,f,f,?
p,x,g,n,n,s,n,?,?,f,f,?
p,f,?,r,y,?,w,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,f,t,p,r,t,r,?,?,f,f,?
e,f,s,n,w,i,n,?,?,t,?,w
e,x,w,g,k,?,w,?,?,f,f,?
e,f,s,n,w,i,w,?,?,f,f,?
e,o,y,y,y,k,n,?,?,f,f,?
e,x,s,n,w,i,n,?,?,f,f,p
e,c,g,n,g,?,g,?,?,f,f,?
p,f,k,w,w,?,w,?,?,f,f,?
e,s,?,w,y,?,w,?,?,f,f,?
p,x,g,y,n,s,n,?,?,f,f,?
p,f,k,n,p,?,n,?,?,f,f,p
e,x,s,n,w,i,n,?,?,f,f,p
e,x,d,n,y,?,n,?,?,f,f,?
p,x,y,w,p,?,w,?,?,t,l,?
p,x,?,w,p,?,n,?,?,f,f,?
e,x,h,y,y,?,y,?,y,t,?,?
p,s,d,y,y,?,o,?,?,f,f,?
e,p,w,n,y,?,n,?,?,f,f,?
p,c,t,n,n,?,y,?,?,f,f,?
e,f,t,o,y,k,n,?,?,f,f,?
e,b,g,w,w,?,y,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
e,x,?,n,g,y,w,?,?,f,f,?
p,x,s,n,n,y,n,?,?,f,f,?
p,b,t,r,u,y,w,?,?,t,e,k
p,o,k,n,n,?,n,?,?,f,f,?
p,f,t,n,y,?,y,?,?,f,f,?
e,x,?,w,w,?,w,u,y,t,g,?
p,c,k,w,p,?,w,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
e,c,g,n,p,?,n,?,?,f,f,?
e,x,?,y,u,?,w,?,?,f,f,?
p,f,w,o,y,?,n,?,?,f,f,?
e,b,g,n,w,?,y,?,?,f,f,?
e,b,y,n,n,?,w,?,?,f,f,?
p,x,y,n,w,y,n,?,?,t,r,?
e,f,?,y,w,?,w,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
p,s,d,n,w,?,e,?,?,f,f,?
p,x,s,n,w,i,w,?,?,f,f,?
e,x,e,l,w,?,w,?,?,f,f,?
p,s,d,e,y,?,e,?,?,f,f,?
e,x,t,n,n,t,w,?,?,t,l,?
e,f,h,g,g,s,g,?,?,f,f,?
p,x,d,n,n,?,n,?,?,f,f,?
e,f,y,n,p,i,n,?,?,f,f,?
e,c,?,g,f,?,n,?,?,f,f,?
p,x,y,w,p,?,w,?,?,t,l,?
e,x,y,n,p,y,w,?,?,t,p,?
p,x,y,o,o,?,o,?,?,f,f,?
e,f,?,n,g,?,u,?,?,f,f,?
p,f,?,y,n,?,w,?,?,f,f,?
e,f,s,w,g,?,w,?,?,t,r,?
e,f,s,n,w,i,n,?,?,t,?,w
e,s,?,u,u,?,u,?,?,f,f,?
p,x,s,r,w,i,n,?,?,f,f,?
p,x,i,k,p,?,w,?,?,f,f,p
p,x,w,p,p,?,p,?,?,f,f,?
e,x,?,n,g,y,w,?,?,f,f,?
e,x,s,n,w,i,w,?,?,f,f,p
p,x,e,e,w,?,y,?,w,t,z,?
p,x,g,o,w,y,w,u,w,t,p,?
p,x,i,y,k,i,n,?,k,t,z,k
e,x,d,w,w,?,w,?,?,f,f,?
e,x,s,k,w,?,w,?,?,f,f,?
e,x,w,n,k,?,w,?,?,f,f,?
p,x,g,e,p,h,k,?,?,f,f,?
e,x,t,n,y,s,n,?,?,f,f,?
p,s,h,r,w,t,g,?,?,f,f,?
p,s,k,n,n,k,n,?,?,t,f,?
p,x,g,n,n,s,n,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
p,x,h,n,y,?,y,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
p,x,i,e,e,?,e,?,?,f,f,n
e,b,h,g,g,s,g,?,?,f,f,?
p,f,?,o,o,?,o,?,?,f,f,w
p,f,s,k,y,?,n,?,?,f,f,?
p,x,h,n,n,y,o,?,?,t,z,?
p,x,?,n,n,s,n,?,?,f,f,k
p,o,l,g,f,f,f,?,?,f,f,?
e,x,t,n,o,t,o,?,?,f,f,?
e,p,?,n,w,?,g,?,?,f,f,?
p,o,s,w,w,f,f,?,?,f,f,n
e,f,t,n,o,t,w,?,?,f,f,?
e,f,s,w,g,?,w,?,?,t,r,?
p,b,?,g,g,s,n,?,?,f,f,?
e,x,d,e,y,?,y,?,?,f,f,?
e,x,s,n,n,?,e,?,?,f,f,?
e,x,y,e,w,?,n,?,w,t,e,?
p,x,?,n,n,s,n,?,?,f,f,k
e,x,s,y,w,t,y,?,?,f,f,?
p,f,w,p,p,?,p,?,?,f,f,?
p,x,d,w,p,h,w,?,?,f,f,?
p,o,?,g,f,g,g,?,?,f,f,?
e,x,?,y,y,?,w,?,?,f,f,?
p,b,?,n,k,?,n,?,w,f,f,k
p,f,i,l,p,?,w,?,?,f,f,p
p,s,t,n,n,?,n,?,?,f,f,?
p,s,k,n,y,k,k,?,?,f,f,?
e,x,s,n,n,?,w,?,?,t,r,?
e,f,d,n,p,?,g,?,?,f,f,?
p,x,e,n,y,?,y,?,?,f,f,?
p,b,?,n,n,?,n,?,w,f,f,k
p,f,k,w,w,?,w,?,?,f,f,?
p,o,?,k,f,g,n,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,x,g,y,n,s,n,?,?,f,f,?
p,b,?,n,k,?,n,?,w,f,f,k
p,f,t,n,w,g,n,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,f,w,n,y,?,n,?,?,f,f,?
e,x,h,n,w,y,n,?,?,t,r,?
p,f,?,u,w,?,w,?,?,f,f,?
e,f,y,n,w,?,n,?,w,t,e,?
p,f,d,n,y,k,n,?,?,f,f,?
e,x,y,n,n,?,w,?,?,t,r,?
e,f,y,w,p,s,w,?,?,t,e,?
p,b,s,y,r,?,y,u,w,t,z,r
e,x,s,n,p,i,w,?,?,f,f,p
p,x,g,y,y,?,y,?,?,f,f,?
e,x,?,y,o,?,w,?,?,f,f,?
p,x,e,n,n,?,n,?,n,f,f,?
e,x,w,y,f,?,y,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
e,x,y,n,w,?,n,?,w,t,e,?
p,s,?,u,w,?,y,?,?,f,f,?
p,x,t,n,n,?,n,?,?,f,f,?
p,x,s,y,f,?,y,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
e,f,t,o,w,s,n,?,?,f,f,?
p,x,y,w,w,?,w,?,?,t,l,?
p,b,y,e,n,k,w,?,?,t,e,?
p,f,t,r,n,?,n,?,?,f,f,?
p,x,h,g,y,i,n,?,?,f,f,?
p,x,?,e,g,?,y,?,?,f,f,?
e,s,?,w,p,?,w,?,?,f,f,?
e,s,?,g,g,?,u,?,?,f,f,?
p,x,?,u,n,?,n,?,u,f,f,?
p,x,g,n,w,y,w,u,w,t,p,?
p,f,t,n,p,i,g,?,?,f,f,?
p,f,l,y,e,?,y,?,?,f,f,?
p,f,?,u,w,?,y,?,?,f,f,?
p,s,w,u,g,s,u,?,?,f,f,?
e,o,?,n,f,?,n,?,?,f,f,?
p,s,d,y,y,?,y,?,?,f,f,?
p,f,t,e,w,?,w,?,?,f,f,?
p,f,l,n,n,?,y,?,?,f,f,?
p,b,t,y,y,t,r,?,?,f,f,?
e,x,d,w,w,?,w,?,?,f,f,?
e,c,h,n,w,s,w,u,w,f,f,?
p,x,h,r,w,?,w,u,w,t,g,?
e,x,t,y,y,?,w,?,?,f,f,?
e,x,s,n,w,s,n,?,?,f,f,?
p,s,d,n,w,?,n,?,?,f,f,?
e,f,s,k,w,?,w,?,?,f,f,?
e,c,g,n,g,?,g,?,?,f,f,?
e,f,h,g,g,s,g,?,?,f,f,?
p,b,y,n,k,?,w,?,?,f,f,?
p,x,s,o,k,?,o,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,o,s,y,f,f,f,?,?,t,f,?
p,x,?,n,n,s,n,?,?,f,f,k
p,x,g,n,p,s,k,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
e,x,t,y,y,?,y,?,y,t,?,?
e,b,g,n,w,?,y,?,?,f,f,?
e,x,s,n,n,?,n,?,w,t,p,?
e,f,h,k,w,s,g,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
p,x,e,e,w,?,e,?,w,t,z,?
e,x,y,n,w,?,n,?,w,t,e,?
p,x,s,w,w,?,w,?,?,f,f,?
p,f,?,r,y,?,w,?,?,f,f,?
e,b,g,g,g,?,w,?,?,f,f,?
e,f,y,w,p,s,w,?,?,t,e,?
p,x,s,o,y,?,n,?,?,f,f,?
p,f,t,e,w,g,n,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
e,f,d,w,w,?,w,?,?,f,f,?
p,x,i,e,k,?,k,?,?,f,f,?
p,b,i,e,k,?,o,?,?,f,f,?
p,f,d,n,w,s,n,?,?,f,f,?
p,f,?,r,n,?,w,?,?,f,f,?
p,s,s,n,y,k,n,?,?,f,f,?
p,x,s,g,p,i,n,?,?,f,f,?
p,f,h,e,w,?,w,?,?,f,f,?
p,x,e,n,o,?,u,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,o,?,n,f,g,n,?,?,f,f,?
p,x,t,n,p,?,w,?,n,t,z,?
p,x,k,n,p,?,n,?,?,f,f,p
p,x,i,n,n,?,n,?,e,f,f,?
p,x,h,o,n,y,o,?,?,t,z,?
p,x,?,n,n,?,n,?,u,f,f,?
p,f,k,w,p,?,n,?,?,f,f,p
e,s,?,u,u,?,b,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,e,?
e,f,?,l,y,?,w,?,?,f,f,?
p,x,g,p,n,h,k,?,?,f,f,?
p,c,?,u,n,i,u,?,?,f,f,?
p,f,l,n,n,?,y,?,?,f,f,?
p,x,g,e,w,?,n,?,?,f,f,?
e,x,?,n,g,y,w,?,?,f,f,?
e,s,l,n,f,?,n,?,?,f,f,g
e,f,t,n,o,t,w,?,?,f,f,?
p,x,s,o,y,g,o,?,?,f,f,?
p,x,g,n,w,y,w,u,w,t,p,?
p,b,i,o,g,?,o,?,?,f,f,?
p,x,d,e,w,?,e,?,?,f,f,?
p,b,y,w,k,?,w,?,?,f,f,?
e,x,s,y,w,i,n,?,?,t,?,w
e,s,e,n,w,?,w,?,?,f,f,?
e,s,l,w,p,?,w,?,?,f,f,?
p,b,y,n,g,s,w,?,?,f,f,?
p,f,d,n,y,i,n,?,?,f,f,?
e,x,s,k,y,?,w,?,?,f,f,w
e,x,s,y,w,t,y,?,?,f,f,?
e,x,d,o,n,y,w,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,x,w,p,p,?,p,?,?,f,f,?
e,f,g,g,g,s,g,?,?,f,f,?
p,s,d,o,o,?,o,?,?,f,f,?
e,b,g,w,w,?,y,?,?,f,f,?
p,f,l,y,e,?,y,?,?,f,f,?
p,x,w,p,p,?,p,?,?,f,f,?
p,f,t,y,n,?,y,?,?,f,f,?
p,f,?,o,o,?,o,?,?,f,f,w
e,f,y,n,p,i,n,?,?,f,f,?
e,s,?,w,y,?,w,?,?,f,f,?
p,f,t,n,p,i,g,?,?,f,f,?
e,x,t,n,o,t,o,?,?,f,f,?
e,b,h,k,w,s,g,?,?,f,f,?
p,x,s,y,y,g,o,?,?,f,f,?
p,f,y,w,n,k,w,?,?,t,e,?
p,x,h,w,y,i,n,?,?,f,f,?
e,c,g,e,w,?,n,?,?,f,f,?
p,f,i,l,p,?,w,?,?,f,f,p
p,b,y,n,w,k,w,?,?,t,e,?
p,x,y,w,g,?,w,?,?,t,l,?
p,x,t,n,w,?,w,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
e,x,?,w,w,?,n,?,w,t,?,?
e,f,?,n,w,?,w,u,w,t,g,?
e,x,y,n,n,?,w,?,?,t,r,?
p,f,?,n,p,?,n,?,?,f,f,?
e,x,?,n,w,s,w,?,?,f,f,?
p,c,e,y,p,?,w,?,?,f,f,?
p,x,?,o,o,?,o,?,?,f,f,w
p,x,s,o,o,?,y,?,?,f,f,?
p,f,w,r,y,t,y,?,?,f,f,?
p,s,t,r,g,t,n,?,?,f,f,?
e,x,i,n,p,y,w,?,?,t,p,?
p,x,i,n,k,i,n,?,k,t,z,k
p,s,d,w,p,h,w,?,?,f,f,?
e,x,?,y,o,?,w,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
e,x,s,n,p,i,w,?,?,f,f,p
e,x,h,y,y,?,w,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
p,x,s,o,o,?,y,?,?,f,f,?
p,s,?,u,w,?,y,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
e,f,h,k,w,s,g,?,?,f,f,?
p,x,t,n,p,?,w,?,n,t,z,?
e,f,s,n,w,i,w,?,?,f,f,?
p,c,h,y,y,?,y,?,?,f,f,?
e,x,s,n,w,i,n,?,?,f,f,p
p,s,k,y,n,k,n,?,?,t,f,?
p,b,y,n,k,s,w,?,?,t,z,?
e,x,?,g,w,?,g,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
e,x,t,n,w,s,n,?,?,f,f,?
e,x,t,n,y,s,n,?,?,f,f,?
e,x,s,n,p,i,w,?,?,f,f,p
p,b,t,n,k,?,n,?,?,t,f,?
p,b,t,w,w,y,w,u,w,t,e,?
p,f,w,u,u,s,u,?,?,f,f,?
e,x,t,n,n,t,w,?,?,t,l,?
e,p,y,n,p,y,w,?,?,t,l,?
p,x,s,o,y,?,y,?,?,f,f,?
p,f,?,n,p,?,n,?,?,f,f,?
p,x,t,n,n,?,w,?,n,t,z,?
e,f,e,g,w,?,w,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
e,x,l,w,p,?,w,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
e,f,d,p,p,?,n,?,?,f,f,?
e,x,?,w,r,?,r,?,?,f,f,?
p,f,k,n,y,k,k,?,?,f,f,?
e,x,w,n,y,?,n,?,?,f,f,?
p,x,?,g,u,?,n,?,u,f,f,?
p,x,y,w,n,?,w,?,?,t,l,?
p,b,?,k,k,?,n,?,w,f,f,k
p,x,h,y,y,g,o,?,?,f,f,?
e,s,?,g,p,?,u,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
p,x,h,l,n,y,w,?,?,t,e,u
p,x,k,n,n,?,n,?,?,f,f,?
e,p,g,w,g,?,w,?,?,f,f,?
p,b,y,w,p,?,w,?,?,f,f,?
p,f,h,r,w,?,w,u,w,t,p,?
p,x,h,g,y,i,n,?,?,f,f,?
p,x,d,w,w,h,w,?,?,f,f,?
p,f,?,y,y,i,y,?,?,f,f,?
p,x,s,g,w,?,w,?,?,f,f,?
e,x,k,n,y,?,y,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
e,p,d,e,n,y,w,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
p,o,l,g,f,f,f,?,?,f,f,?
e,f,g,n,g,s,n,?,?,f,f,?
p,s,t,r,g,t,r,?,?,f,f,?
e,s,?,n,f,?,o,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,x,h,n,n,s,w,?,w,f,f,k
p,o,k,n,n,?,n,?,?,f,f,?
e,f,w,y,f,?,y,?,?,f,f,?
e,f,e,n,w,?,w,?,?,f,f,?
e,x,t,n,w,?,n,?,?,f,f,?
e,x,s,n,y,?,n,?,w,t,p,?
p,x,y,n,w,y,y,?,?,t,r,?
p,b,?,g,n,?,n,?,w,f,f,k
e,x,t,n,n,t,w,?,?,t,l,?
p,x,i,l,w,?,w,?,?,f,f,p
e,f,t,n,o,t,w,?,?,f,f,?
e,x,d,y,y,?,y,?,?,f,f,?
e,p,?,n,w,?,g,?,?,f,f,?
p,x,t,r,n,?,n,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
e,x,k,n,y,?,y,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
e,x,?,p,w,s,w,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
p,f,w,p,p,?,p,?,?,f,f,?
e,x,?,w,w,?,n,?,w,t,?,?
p,b,h,n,n,t,n,?,?,f,f,?
e,s,w,y,f,?,y,?,?,f,f,?
p,s,d,w,w,h,w,?,?,f,f,?
p,x,s,e,y,?,y,?,?,f,f,?
p,x,t,o,y,g,o,?,?,f,f,?
e,s,l,n,f,?,n,?,?,f,f,g
e,s,?,y,w,?,w,?,?,f,f,?
p,x,g,n,p,?,w,?,?,f,f,?
e,x,?,y,w,?,w,u,w,t,g,?
e,x,e,y,w,?,w,?,?,f,f,?
p,b,t,n,k,?,w,?,?,t,?,k
p,s,t,p,p,?,p,?,?,t,f,?
e,f,h,n,n,s,w,?,w,f,f,k
e,x,h,n,n,s,n,?,?,t,r,?
p,f,t,n,p,i,n,?,?,f,f,?
p,x,t,n,n,y,n,?,?,t,z,?
p,x,y,l,g,y,w,?,?,t,e,k
e,f,d,p,p,?,n,?,?,f,f,?
e,x,t,n,o,t,o,?,?,f,f,?
p,x,s,g,w,y,w,?,?,f,f,?
e,f,t,o,y,s,o,?,?,f,f,?
p,s,t,r,b,?,r,?,?,f,f,?
e,x,s,k,y,?,w,?,?,f,f,w
e,x,h,e,o,?,e,?,?,f,f,?
p,b,t,n,p,i,n,?,?,f,f,?
p,o,k,y,y,?,y,?,?,f,f,?
e,f,w,n,g,?,w,?,?,f,f,?
p,x,i,y,n,i,n,?,k,t,z,k
p,b,t,r,r,t,r,?,?,f,f,?
p,s,w,o,y,?,n,?,?,f,f,?
e,c,g,n,w,?,g,?,?,f,f,?
