@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,10.28,n,6.57,21.91,n,f,d
p,19.15,w,6.92,27.94,w,f,d
e,9.84,n,9.34,17.54,w,p,d
e,5.34,n,7.0,45.29,n,f,d
e,4.95,n,4.61,7.31,w,f,d
e,6.69,w,3.56,8.0,w,f,d
e,1.81,n,5.04,1.53,g,f,d
p,4.51,n,10.72,6.99,w,?,g
e,16.16,e,15.17,33.93,w,f,d
e,0.92,g,2.94,1.49,w,f,d
p,6.99,p,4.23,9.65,p,f,d
p,4.64,u,4.8,8.59,y,f,d
e,9.98,n,9.33,17.45,w,l,l
e,10.56,n,6.72,21.94,w,f,l
p,7.74,w,13.81,12.74,w,e,d
p,0.77,n,3.84,0.92,k,f,d
p,2.08,n,8.08,2.51,y,e,m
p,6.97,n,8.56,9.4,n,z,d
p,3.24,n,5.75,8.72,w,z,d
e,8.35,n,6.54,9.24,n,f,d
p,3.81,n,4.53,3.06,n,f,l
p,3.26,k,3.79,15.9,g,f,d
e,6.05,b,5.66,11.5,w,f,m
p,3.28,y,5.06,6.02,r,f,d
p,3.26,r,5.96,7.31,n,e,g
p,4.37,y,5.92,5.07,n,f,l
p,7.48,r,1.59,14.62,n,f,d
p,2.55,e,7.24,2.26,w,f,d
e,9.47,p,6.3,17.82,w,f,d
e,14.85,g,11.06,29.39,w,f,l
p,5.2,y,9.49,8.08,y,z,d
p,9.18,r,6.95,13.43,w,f,d
e,7.7,n,4.27,20.59,n,f,d
e,3.95,o,6.09,7.34,e,f,m
e,18.3,n,16.08,36.41,w,f,d
p,4.25,u,4.39,7.92,y,f,d
p,12.25,r,4.68,23.32,r,f,d
e,6.96,y,7.62,15.23,y,?,d
e,6.39,n,5.2,9.43,n,f,d
p,2.68,g,2.99,7.54,w,f,g
e,6.14,n,3.82,12.89,w,l,w
p,7.66,e,5.51,17.82,w,f,d
p,10.35,n,10.44,30.72,n,f,d
p,8.71,p,7.56,15.23,p,f,d
e,7.78,n,10.67,22.99,w,f,d
e,1.39,b,5.43,3.87,w,f,d
e,7.32,w,3.57,9.67,w,f,g
p,5.61,n,4.91,5.77,n,?,d
p,3.74,n,6.18,9.38,w,z,d
p,2.94,n,5.94,8.45,w,z,d
p,13.64,n,6.49,15.53,n,f,h
p,8.39,w,12.96,13.13,w,l,d
e,7.19,o,7.82,12.1,n,f,d
e,9.26,n,7.23,16.6,n,p,d
p,1.81,g,4.88,1.96,g,f,d
p,7.26,y,6.85,11.27,w,f,d
e,2.69,p,3.87,5.83,e,f,g
e,4.14,n,7.72,8.45,y,f,d
e,9.14,b,5.32,21.25,w,f,d
e,3.84,w,5.3,6.84,r,f,d
e,12.97,g,2.63,14.83,w,f,d
e,3.41,o,3.71,5.25,o,f,g
p,3.41,k,4.01,16.46,g,f,d
p,8.21,n,8.35,27.47,n,f,d
p,1.96,l,3.16,2.3,w,f,g
e,5.68,y,7.29,13.14,w,f,d
e,20.5,e,16.56,35.92,w,f,d
p,6.99,e,12.18,6.82,n,f,d
e,12.3,y,9.53,16.39,n,?,d
e,6.19,n,8.21,10.52,n,f,l
e,3.99,n,7.94,7.81,n,?,g
e,11.32,g,2.56,15.42,w,f,d
e,6.74,n,6.09,6.18,n,r,d
e,4.1,g,5.86,3.7,g,f,d
e,3.16,g,5.14,3.31,g,f,d
p,1.92,l,3.76,2.38,w,f,g
e,1.62,g,5.48,2.72,w,f,g
e,3.31,n,3.88,23.74,n,f,d
p,5.84,g,8.08,10.83,w,z,g
p,3.15,g,3.63,8.79,w,f,g
e,4.14,n,5.88,7.62,o,f,d
p,3.55,u,5.62,5.93,u,f,l
p,5.37,n,4.69,13.08,y,f,d
e,6.54,g,6.54,5.83,w,l,d
e,13.05,n,7.59,23.36,w,f,l
e,6.29,n,6.09,10.51,n,f,g
p,2.33,g,4.97,2.19,n,f,d
e,7.2,n,6.46,13.09,g,f,d
e,5.33,n,6.45,3.73,w,f,d
e,4.48,o,7.04,4.97,n,f,d
p,3.41,o,5.75,5.97,o,f,g
p,2.89,k,3.05,13.32,g,f,d
p,7.8,y,9.39,11.1,y,?,d
e,6.27,g,4.87,9.92,g,f,d
p,8.28,w,7.84,13.17,w,l,d
e,6.22,n,6.7,19.93,n,f,d
e,5.71,n,6.03,8.98,w,f,l
p,0.98,w,2.78,1.41,n,f,d
p,17.99,k,6.41,51.27,n,f,d
e,10.83,b,2.43,14.49,w,f,d
p,4.01,n,10.32,6.8,w,?,g
p,0.71,o,4.66,1.02,o,f,g
p,8.33,p,6.17,11.9,p,f,d
e,4.67,o,6.57,11.69,n,f,d
p,4.66,r,5.08,7.56,l,e,g
p,3.87,n,9.8,2.56,n,f,g
e,6.38,n,13.39,13.19,w,f,d
e,12.59,l,2.52,14.57,w,f,d
e,11.07,y,7.8,26.12,n,e,d
p,7.02,y,6.45,7.5,n,z,g
e,14.85,n,22.7,19.26,n,m,d
p,5.0,k,6.97,7.69,o,f,g
e,10.52,l,8.14,22.75,w,f,d
e,5.47,n,4.51,6.3,n,r,d
p,2.86,n,4.33,3.46,w,e,m
p,3.97,e,3.1,12.42,y,f,d
e,5.84,n,5.7,11.35,n,f,h
e,10.08,n,11.41,19.39,w,g,d
e,7.82,n,7.37,13.85,g,f,d
p,7.22,y,11.84,12.17,n,?,d
p,4.73,p,5.07,6.6,w,f,d
p,11.03,n,8.4,30.41,e,f,d
p,14.64,w,6.99,29.03,w,f,d
p,5.21,e,4.55,5.26,e,f,d
p,4.79,w,5.2,3.74,w,e,m
e,10.49,w,4.62,22.15,w,f,d
p,3.13,g,0.0,0.0,f,f,d
p,6.33,y,7.71,13.58,w,f,g
p,11.93,y,6.83,20.33,e,f,d
e,3.09,n,5.65,6.14,w,f,d
p,7.92,y,5.08,13.77,y,f,d
p,0.7,o,3.68,0.89,w,f,d
e,4.44,n,4.5,5.45,n,r,d
p,3.04,w,7.31,3.67,n,f,d
e,15.61,g,8.41,24.37,w,f,d
p,13.14,n,10.94,14.47,w,g,d
p,7.88,n,14.3,17.12,w,f,d
e,3.31,n,6.25,43.01,n,f,l
p,1.21,n,4.41,1.66,g,f,d
p,3.34,u,5.91,6.0,u,f,d
e,9.13,n,9.98,14.84,w,g,d
e,22.64,n,15.73,77.06,n,f,d
p,2.69,p,5.15,5.33,r,f,m
e,7.22,n,13.34,13.4,n,f,d
p,4.69,y,3.25,6.73,o,f,d
p,6.48,e,5.82,8.52,e,f,d
p,6.96,r,4.52,13.04,g,f,d
p,9.64,u,9.68,21.34,n,f,d
p,6.84,n,7.71,15.62,w,p,d
e,3.58,n,5.95,7.33,y,f,d
e,17.45,n,24.23,20.88,n,m,d
p,4.36,w,6.15,31.09,w,f,p
p,7.4,n,14.08,16.9,w,f,d
p,7.69,r,11.38,14.46,w,g,d
p,3.66,o,4.54,6.25,n,z,d
p,2.37,l,3.44,2.5,w,f,g
p,11.42,y,10.11,22.27,y,r,d
p,11.63,p,8.59,18.37,p,f,d
e,6.07,g,4.88,3.98,w,l,d
p,5.45,k,6.89,8.31,o,f,g
e,10.02,w,20.41,12.72,w,e,u
p,14.32,n,5.91,31.75,k,f,d
e,5.44,g,5.24,5.16,w,l,d
e,6.68,n,6.55,7.44,n,r,d
p,6.69,y,5.69,9.57,w,f,d
e,13.3,n,11.41,23.8,n,f,d
e,8.64,g,7.63,19.27,b,f,d
p,7.51,e,6.75,10.2,n,f,d
e,3.31,y,3.61,8.92,w,f,d
p,5.35,w,5.9,32.97,w,f,d
e,11.04,n,9.9,23.21,n,f,d
p,1.28,y,3.56,5.51,y,f,d
p,2.72,k,3.23,15.7,n,f,d
e,6.13,y,7.17,16.58,w,f,d
p,7.0,e,5.15,16.49,w,f,d
e,6.15,g,5.25,21.49,n,f,l
e,3.4,y,3.98,10.25,w,f,d
p,6.2,e,6.3,9.47,n,f,d
p,6.87,p,4.6,9.45,p,f,d
e,5.43,y,4.55,14.64,y,f,d
p,5.27,y,6.32,7.76,o,f,g
p,2.64,n,2.25,4.61,n,f,d
p,4.61,y,6.54,8.66,w,f,d
p,0.83,y,3.52,0.85,w,f,d
e,9.42,e,7.09,13.88,e,f,d
p,7.42,g,4.57,12.11,r,f,d
e,5.14,n,4.4,5.52,n,r,d
p,6.5,n,5.96,11.3,n,f,d
e,14.01,n,8.85,15.82,w,?,g
p,7.45,y,5.12,15.31,y,f,d
e,9.57,n,9.43,15.73,g,f,d
p,12.25,n,11.3,15.17,w,e,d
p,9.58,y,6.7,15.69,u,f,d
e,11.02,l,8.31,20.88,w,f,d
e,6.65,n,4.89,13.39,w,l,w
p,2.72,k,8.9,2.46,g,f,g
p,3.82,n,5.48,8.94,w,z,d
e,10.39,w,5.72,25.18,w,f,d
p,6.92,w,6.97,11.82,w,l,d
e,2.81,e,4.3,6.09,e,f,m
e,19.09,e,15.64,35.81,w,f,d
e,3.32,w,3.0,4.97,w,f,m
p,3.39,w,5.17,27.6,w,f,d
e,3.53,e,4.21,5.9,e,f,g
p,4.04,y,5.64,7.0,w,f,d
e,1.03,w,3.18,1.52,w,f,d
e,5.89,n,8.19,10.05,w,?,d
p,3.15,w,2.71,7.4,w,f,g
e,53.38,y,5.55,29.27,n,f,d
e,4.53,n,8.11,7.33,o,f,d
e,1.35,n,4.47,2.28,w,f,d
p,17.85,w,6.96,28.44,w,f,d
e,6.53,o,6.98,13.73,w,f,m
p,9.28,r,5.17,13.1,w,f,d
e,7.17,n,9.04,17.24,w,g,d
e,9.53,w,18.83,11.48,w,e,g
e,8.73,w,5.52,26.43,w,f,d
p,3.5,n,0.0,0.0,f,f,d
p,1.28,y,3.9,5.61,y,f,d
p,2.59,n,8.58,2.65,g,f,g
p,12.38,g,10.62,13.94,w,e,d
p,5.96,w,7.19,13.12,w,l,g
p,7.12,r,6.23,11.42,w,f,d
p,7.24,r,10.73,14.53,w,g,d
e,8.35,n,8.49,13.76,g,f,d
p,4.19,o,4.27,5.76,n,z,d
e,5.11,k,5.46,10.53,g,f,d
p,3.2,g,3.41,14.38,g,f,d
p,0.51,o,3.93,0.95,o,f,g
e,8.38,w,7.22,31.27,w,f,d
p,7.93,y,8.89,8.86,n,z,d
e,8.42,g,7.72,22.57,u,f,d
e,6.77,w,6.01,12.23,w,g,d
e,8.01,y,5.4,13.86,w,f,d
p,6.32,n,12.83,13.05,w,z,d
e,4.93,g,5.4,10.02,g,f,d
p,5.59,w,7.93,13.09,w,f,g
e,8.77,n,7.02,17.72,n,p,d
p,1.41,n,5.32,2.66,n,f,g
p,3.46,n,4.27,2.93,n,f,d
p,6.41,n,5.36,9.14,n,f,d
e,9.02,n,6.52,13.61,y,f,d
e,6.0,g,10.48,23.27,w,f,d
e,10.5,n,7.28,19.17,b,f,l
p,3.07,n,5.4,3.51,n,r,h
e,7.27,n,8.84,13.43,n,f,d
e,5.31,n,6.43,9.89,n,f,l
p,4.35,n,5.98,3.55,y,r,h
e,13.05,n,10.47,17.34,w,r,m
e,5.36,b,6.92,9.32,n,f,l
e,13.43,l,2.45,14.51,w,f,d
p,1.96,y,5.44,3.09,n,f,m
e,2.28,b,5.61,3.91,w,f,d
p,3.43,n,5.66,4.54,w,f,d
e,9.2,b,4.62,17.54,w,f,d
p,2.88,w,5.37,24.14,w,f,d
p,2.67,g,0.0,0.0,f,f,d
p,14.11,r,6.15,16.89,n,f,d
p,0.8,y,3.63,0.87,y,f,d
p,11.48,n,6.99,18.41,n,f,d
p,0.62,e,3.89,0.98,k,f,d
e,6.31,n,6.37,6.91,n,r,d
e,6.15,y,4.77,14.55,y,f,d
p,2.08,l,4.74,6.15,w,e,g
e,6.86,w,4.89,12.59,w,e,m
e,4.71,n,4.3,10.86,e,f,d
e,4.74,w,8.0,9.12,w,?,g
p,15.85,w,7.2,27.62,w,f,d
p,7.09,p,4.11,10.01,p,f,d
p,8.82,u,9.66,21.41,n,f,d
p,3.91,y,5.42,3.49,n,r,g
p,0.71,e,3.66,0.92,k,f,d
p,0.83,e,4.16,1.14,k,f,d
p,13.93,g,11.81,17.57,w,e,d
p,8.09,n,4.75,13.9,g,f,d
p,0.71,y,3.53,0.73,y,f,d
e,10.03,w,13.88,11.7,w,e,d
p,3.71,e,4.43,5.69,e,f,d
e,4.15,g,4.3,7.94,w,f,d
p,7.1,n,9.39,11.78,w,z,g
p,7.99,p,8.07,14.66,p,f,d
e,14.7,w,11.95,18.68,w,l,m
p,11.55,n,5.74,26.06,k,f,d
p,4.84,w,2.95,11.22,y,f,d
e,9.32,n,8.17,17.63,n,p,d
p,1.49,n,2.58,2.66,n,f,h
p,6.81,y,9.63,11.25,n,?,d
p,10.21,n,8.88,16.17,n,f,h
e,5.92,y,6.84,14.43,w,f,d
p,1.62,y,6.99,2.72,y,f,g
p,6.04,n,11.92,15.89,w,f,d
p,6.62,y,6.01,13.38,y,f,d
p,2.9,w,3.15,2.28,w,f,g
p,3.8,n,5.79,4.37,w,f,d
e,14.01,n,9.06,24.38,w,f,l
p,3.53,n,5.98,3.62,n,r,g
e,7.9,g,7.22,14.66,w,f,g
p,6.51,r,4.19,11.1,r,f,d
p,2.46,l,4.43,2.45,w,f,g
e,4.05,n,5.4,11.96,n,f,d
e,6.92,w,4.74,23.83,w,f,m
e,6.34,y,6.77,13.7,y,?,d
p,1.86,k,3.47,2.42,w,f,g
p,7.66,o,5.33,12.99,w,f,d
e,11.27,n,5.89,28.16,n,f,d
e,10.48,n,8.79,18.44,n,p,d
p,0.61,y,3.39,0.75,y,f,d
e,3.68,n,5.19,3.31,y,f,g
e,5.43,w,5.75,12.64,y,g,d
e,1.16,g,3.32,1.75,w,f,d
p,4.64,y,3.14,4.33,n,f,d
e,3.95,w,4.83,3.31,y,f,g
e,6.24,y,6.22,13.21,w,f,d
p,2.62,w,2.79,2.34,w,f,g
e,12.61,b,2.48,16.66,w,f,d
p,5.07,e,3.16,11.64,y,f,d
p,2.88,n,4.79,2.71,n,f,l
e,11.08,n,9.12,18.15,w,p,l
p,7.52,n,9.43,20.65,u,f,d
p,2.37,w,7.07,3.33,n,f,g
e,5.17,n,4.3,11.94,w,r,w
p,8.39,n,9.68,20.67,n,f,d
p,1.32,y,3.49,5.81,y,f,d
p,3.52,e,4.43,5.73,e,f,d
p,8.74,n,10.79,15.44,n,f,d
e,8.1,g,8.82,14.66,g,f,d
e,7.19,y,4.59,13.99,y,f,d
e,6.27,n,4.58,12.43,w,r,w
e,8.84,n,2.92,20.15,n,f,d
p,3.99,n,5.75,3.73,n,r,g
p,9.0,g,4.58,13.11,r,f,d
e,6.1,y,6.77,14.05,y,f,d
e,4.76,n,5.77,11.88,n,f,d
e,10.77,w,17.61,12.48,w,e,g
p,4.3,n,5.76,5.06,n,f,m
p,5.28,w,2.63,11.37,y,f,d
e,4.28,n,6.53,7.7,y,f,d
e,5.61,w,8.45,10.08,n,?,g
p,8.57,e,7.7,18.86,y,f,d
e,12.31,w,18.8,12.44,w,e,d
e,3.69,y,5.98,7.09,y,f,d
e,4.43,n,6.41,9.22,n,f,l
p,0.62,y,3.51,0.75,w,f,d
e,2.86,n,5.91,6.66,w,f,d
p,5.81,p,3.84,13.55,y,f,d
e,5.81,n,6.76,48.18,n,f,l
e,3.52,g,4.33,2.87,g,f,d
p,2.62,n,8.76,2.64,n,f,d
p,10.35,y,12.26,12.25,y,?,d
e,9.93,w,18.48,12.28,w,e,d
e,10.32,n,7.86,17.95,n,p,d
e,5.58,n,6.97,23.36,n,f,l
p,1.77,o,2.58,4.85,y,f,h
e,16.04,n,9.42,16.34,w,?,g
e,6.92,n,5.91,6.61,n,r,d
e,16.03,n,15.09,70.18,n,f,d
e,20.77,e,14.66,34.98,w,f,d
p,6.0,e,5.91,10.09,e,f,d
e,3.91,w,5.16,6.43,l,f,d
e,10.52,n,8.19,21.41,b,f,l
e,6.45,n,4.66,12.6,w,r,w
p,1.56,y,2.2,2.56,n,f,h
p,1.87,n,5.64,2.75,n,f,g
e,11.26,o,7.03,17.92,w,f,d
p,2.94,n,4.46,5.84,w,z,d
e,1.47,g,3.66,1.98,w,f,d
p,1.85,k,4.06,2.52,w,f,g
p,15.54,e,18.26,17.87,w,p,d
p,8.39,w,12.92,13.37,w,l,d
p,2.07,o,2.49,4.89,o,f,h
p,3.09,n,2.95,5.83,n,f,d
e,4.26,n,5.15,10.37,n,f,d
p,6.01,k,6.74,6.99,k,f,m
p,10.83,w,8.33,18.3,n,f,d
p,3.63,u,5.42,6.0,u,f,d
e,8.1,n,7.06,10.87,n,f,d
e,7.68,g,6.02,17.61,u,f,g
e,9.55,n,7.66,18.49,n,p,d
p,4.22,o,6.24,8.24,o,f,g
e,6.53,n,4.35,12.92,w,r,w
e,8.99,n,7.51,16.17,y,f,d
p,4.8,e,6.72,9.11,n,z,d
e,7.47,n,7.45,10.17,n,f,d
p,0.87,o,5.12,1.16,o,f,g
e,10.32,w,5.99,23.27,w,f,d
p,3.06,n,0.0,0.0,f,f,d
p,15.56,n,8.2,27.67,y,f,d
p,2.5,e,5.36,2.21,w,f,d
p,2.98,e,4.68,6.75,w,f,d
p,3.22,u,3.95,6.83,y,f,d
p,1.27,n,4.49,1.34,n,f,h
p,5.5,n,4.62,12.42,y,f,d
e,9.84,w,17.07,12.34,w,e,d
e,5.91,u,6.1,15.36,u,f,l
e,7.44,n,6.4,12.0,n,f,g
e,9.26,w,5.99,23.67,w,f,d
p,5.72,n,6.14,6.72,y,?,d
p,2.76,e,3.32,3.07,w,e,m
p,2.73,b,4.5,6.42,w,f,d
e,12.31,w,20.48,12.5,w,e,g
p,3.43,y,5.24,3.49,n,r,h
e,0.97,e,4.58,0.93,n,f,d
p,2.92,y,7.37,6.19,y,z,d
p,4.0,n,0.0,0.0,f,f,d
p,7.21,p,4.5,10.07,p,f,d
e,5.66,g,5.49,8.64,w,f,d
e,4.61,y,3.93,9.51,w,f,d
p,8.32,r,4.83,13.33,g,f,d
p,3.52,r,0.0,0.0,f,f,d
p,11.61,r,6.49,15.24,n,f,h
p,7.24,p,4.44,9.51,p,f,d
e,4.94,y,4.52,9.65,w,f,d
p,10.59,g,10.7,9.92,w,g,d
p,2.22,o,6.89,3.87,n,f,d
p,4.2,y,5.8,6.53,w,f,d
p,0.8,o,4.82,1.1,o,f,g
e,10.39,l,9.14,24.1,w,f,d
p,0.88,w,2.74,1.2,n,f,l
e,8.43,n,8.17,18.69,n,p,d
e,1.69,n,5.52,1.72,g,f,l
p,3.05,o,3.31,6.46,n,f,d
e,7.71,n,8.44,11.02,o,f,d
p,4.85,k,4.87,5.21,o,f,g
p,8.19,r,4.44,12.09,g,f,d
e,2.93,n,4.08,2.52,y,f,g
p,5.35,y,3.9,10.11,y,f,d
p,1.71,n,5.19,2.63,n,f,g
p,3.61,w,5.17,28.0,w,f,p
p,16.8,n,5.15,35.59,n,f,d
e,5.24,n,3.81,7.44,w,f,d
e,6.95,n,7.16,14.12,w,f,d
p,9.99,n,9.21,20.21,g,f,d
p,5.66,e,5.62,7.03,n,f,d
e,6.58,y,4.98,12.45,y,?,d
e,6.37,y,6.79,14.18,y,f,d
p,7.91,n,5.93,9.05,n,f,d
p,3.36,r,0.0,0.0,f,f,d
p,2.65,u,3.01,3.58,w,f,p
p,9.47,o,5.14,12.66,w,f,d
e,5.85,y,8.43,16.34,w,f,d
e,2.89,n,4.37,9.76,n,f,d
e,5.8,y,7.2,14.17,w,f,d
p,2.64,n,5.34,2.29,g,f,d
e,2.62,n,5.98,3.27,n,f,h
e,7.67,e,7.6,20.81,w,f,d
e,5.43,y,4.58,10.53,w,f,d
p,9.41,r,4.48,12.8,w,f,d
p,2.9,n,3.73,2.5,n,f,g
p,0.51,o,4.09,0.96,y,f,g
e,6.29,y,6.25,12.92,y,f,d
e,15.54,n,6.5,16.71,w,f,d
e,49.95,y,6.43,26.35,n,f,d
e,11.06,b,5.44,23.3,w,f,d
p,2.87,g,9.26,2.23,g,f,g
p,19.38,n,6.07,29.43,n,f,d
p,1.2,y,1.64,2.4,n,f,d
e,5.58,y,6.03,12.52,y,g,d
p,5.76,e,8.84,10.43,n,z,d
p,14.58,n,6.03,29.34,k,f,d
e,11.05,o,6.48,17.32,w,f,d
p,9.41,n,8.01,25.97,n,f,d
p,5.36,n,5.55,6.77,n,?,d
p,6.64,y,5.93,15.05,n,f,d
e,7.28,e,5.84,12.03,e,f,d
e,2.61,n,7.28,3.58,n,f,l
e,3.59,n,7.31,3.67,w,f,d
p,15.37,o,17.01,17.29,w,g,d
e,11.45,w,5.5,20.62,w,f,d
e,7.3,y,7.64,15.74,y,f,d
e,5.78,w,3.89,12.16,w,e,g
p,0.68,p,3.61,1.1,k,f,d
e,5.5,n,7.0,9.83,n,f,l
p,7.18,n,8.39,8.28,n,?,d
p,1.36,n,3.77,1.32,n,f,d
p,6.03,n,5.63,6.44,y,?,d
p,7.39,n,5.54,7.74,n,f,d
e,7.82,y,5.56,13.43,e,f,d
e,15.35,n,8.77,26.28,w,f,d
p,0.75,y,3.36,0.77,w,f,d
e,3.6,n,5.18,10.52,y,f,d
e,8.22,w,3.55,10.17,w,f,g
e,1.7,y,6.14,2.27,y,f,d
p,1.35,y,3.66,5.55,y,f,d
p,5.07,n,5.27,7.43,n,f,d
p,10.06,n,15.33,20.31,n,f,h
p,3.31,l,5.53,6.9,w,e,m
e,2.94,n,3.74,4.35,o,f,d
e,1.22,n,4.5,1.48,g,f,l
e,5.15,o,4.77,11.88,n,f,d
e,1.07,g,2.75,1.42,w,f,d
p,7.82,e,5.93,18.21,w,f,d
e,6.59,n,14.15,13.4,n,f,d
e,6.87,w,7.01,26.62,w,f,m
p,4.0,y,5.55,11.85,y,f,d
p,11.99,w,6.53,24.42,w,f,d
e,22.22,o,17.46,37.87,w,f,d
e,9.28,y,8.09,17.84,w,f,d
p,2.75,n,4.81,7.92,w,z,d
p,4.06,n,12.34,6.58,w,?,g
e,4.8,g,5.64,20.99,n,f,l
p,3.61,n,8.87,4.33,p,f,l
e,6.22,y,5.13,12.95,g,f,d
p,7.28,o,3.82,7.33,o,f,d
e,2.6,n,5.12,3.08,n,f,d
e,3.22,b,6.35,5.03,w,f,d
e,3.84,n,7.82,8.62,w,?,d
e,4.09,o,5.32,8.92,n,f,d
e,20.03,n,19.03,18.6,n,m,d
p,12.52,n,11.06,14.86,w,g,d
p,2.64,e,6.72,2.55,n,f,d
e,16.18,n,10.38,19.19,w,?,d
p,4.6,w,0.0,0.0,f,f,d
p,14.7,n,9.47,32.74,y,f,d
e,7.52,w,3.54,8.88,w,f,g
p,5.89,o,3.05,6.64,o,f,h
e,7.57,n,6.43,11.52,n,f,g
p,4.66,y,6.31,8.24,w,f,d
e,3.09,w,3.41,6.01,w,f,m
p,8.34,w,7.63,14.62,w,l,g
p,18.04,k,4.97,26.97,g,f,g
p,0.56,o,3.28,0.64,y,f,d
p,5.92,p,4.17,9.94,p,f,d
p,1.03,w,2.79,1.32,e,f,d
e,9.23,w,21.36,12.84,w,e,d
e,5.48,n,6.85,5.21,g,l,d
e,1.67,n,4.8,1.44,g,f,l
p,7.4,n,5.37,14.14,y,f,d
p,10.68,e,3.75,26.39,n,f,d
p,5.03,o,6.02,7.69,o,f,g
e,5.07,w,4.47,12.37,w,e,m
e,3.59,w,3.23,5.41,w,f,g
p,6.86,r,4.3,11.02,g,f,d
e,1.63,n,4.96,2.07,y,f,g
e,7.21,e,6.98,16.79,w,f,d
p,9.03,o,4.87,12.54,w,f,d
p,15.4,w,6.07,26.86,w,f,d
e,10.48,y,11.14,16.22,n,?,d
p,6.77,y,5.47,14.91,y,f,d
p,2.6,w,3.25,3.42,w,f,p
p,2.95,p,5.33,5.57,y,f,d
p,7.62,n,6.76,10.96,w,p,d
p,10.98,n,11.4,32.75,w,f,d
e,8.43,w,3.5,8.28,w,f,d
p,5.03,n,5.38,7.93,e,f,d
p,6.82,n,14.32,7.54,n,f,d
p,1.66,n,5.15,2.09,n,f,d
p,16.9,n,10.27,38.28,y,f,d
e,20.32,e,16.16,36.8,w,f,d
p,9.73,o,10.5,20.2,y,r,d
p,6.57,e,6.12,9.01,n,f,d
e,8.04,y,8.11,15.45,y,?,d
p,8.91,g,9.39,22.19,n,f,d
p,5.86,y,6.83,12.87,w,f,g
e,8.46,y,6.57,16.33,g,f,d
p,1.49,n,5.2,2.59,n,f,g
e,9.36,n,7.55,18.44,b,f,l
e,5.74,n,6.12,7.89,w,f,d
p,3.03,n,4.32,2.47,n,f,d
p,0.79,o,4.15,1.01,o,f,g
e,8.54,n,4.88,21.91,w,f,d
e,9.37,n,4.45,19.84,n,f,d
e,8.67,p,6.27,16.19,w,f,d
e,6.18,n,13.0,12.77,w,f,d
p,0.59,o,3.26,0.87,o,f,g
p,3.79,u,5.37,5.97,u,f,l
e,9.89,w,5.77,16.53,w,f,d
p,2.0,y,7.83,2.9,y,f,g
e,8.86,u,4.36,15.56,w,f,d
e,8.44,y,6.67,13.62,y,f,d
p,8.63,y,8.59,18.91,u,f,d
e,6.51,w,3.49,9.44,w,f,g
e,6.73,n,5.61,9.38,w,f,l
p,1.8,n,7.01,2.65,y,f,g
e,3.41,y,3.83,8.62,w,f,d
p,2.3,y,6.72,2.74,y,f,g
p,7.84,p,4.78,10.09,p,f,d
p,9.53,n,10.18,25.44,w,f,d
e,2.38,n,5.24,3.14,n,f,h
p,3.05,g,0.0,0.0,f,f,d
p,5.44,e,5.34,13.34,u,f,d
p,8.93,n,10.9,14.66,n,f,d
p,4.02,n,5.05,3.34,n,f,l
p,0.59,o,4.19,1.06,y,f,g
p,2.39,e,6.74,2.41,w,f,d
e,6.87,y,6.23,14.52,g,f,d
e,5.34,y,5.53,12.38,y,?,d
p,5.09,k,8.71,8.7,k,f,g
e,11.44,w,6.28,25.99,w,f,d
p,5.11,n,4.53,8.67,n,f,d
e,1.03,w,2.49,1.3,w,f,d
p,10.37,n,3.37,24.82,n,f,d
e,0.83,g,2.48,1.21,w,f,d
e,6.75,n,14.1,14.82,w,f,d
p,7.86,r,11.05,16.19,w,g,d
e,8.65,y,6.09,16.53,g,f,d
p,12.1,o,16.25,17.06,w,g,d
p,13.52,n,9.77,29.49,y,f,d
p,3.14,n,3.62,2.96,n,f,g
p,3.7,n,5.08,4.05,n,f,d
p,3.95,n,6.3,4.43,n,f,d
p,5.66,n,5.46,5.89,e,f,d
p,3.1,o,4.1,6.99,n,f,d
p,2.38,o,2.77,4.85,o,f,h
p,4.1,y,5.85,7.58,o,f,g
p,15.59,r,5.06,25.95,g,f,g
p,2.32,u,3.61,3.67,u,f,d
p,2.56,g,3.11,7.74,w,f,g
p,8.87,u,9.21,19.63,g,f,d
e,1.14,g,3.36,1.76,w,f,d
e,7.56,n,8.88,15.37,n,?,d
p,6.09,n,5.47,6.56,n,?,d
p,10.55,o,12.44,22.37,y,r,d
e,2.65,n,6.48,2.85,w,f,d
e,5.52,n,6.36,10.48,n,f,d
p,2.86,y,4.57,5.65,w,f,d
e,5.5,y,4.39,10.95,g,f,d
p,4.79,w,5.6,32.55,w,f,d
p,3.61,w,4.51,3.24,n,f,g
p,3.66,u,4.81,6.99,w,f,d
p,1.73,n,4.37,1.55,n,f,d
p,13.45,g,5.03,26.19,g,f,d
e,4.09,e,4.36,7.01,e,f,g
e,7.31,n,4.65,19.68,n,f,d
p,5.42,o,3.17,6.22,o,f,h
e,4.82,n,4.34,11.69,w,r,w
